artist_id,artist_name,popularity,followers,genres,photo
1E6arsXf5Fgsnv9YpSzjpE,Parampara Tandon,67,25605,[],https://i.scdn.co/image/ab6761610000e5eb0ff355ae82eb4871f82263b3
1EKK9k0IAwV1oeJfZITSYo,Madhushree,53,5087,['filmi'],https://i.scdn.co/image/ab67616d0000b273d1e1c7aa9fa47417aea79013
1EvTAKGpcJx8wtvppR7p45,Suresh Peters,46,3942,[],https://i.scdn.co/image/ab67616d0000b2737244ebf77e8350ef406f7347
1F4jYCbPTiQN8tbLvw3qis,Shantanu Sudame,34,52,[],https://i.scdn.co/image/ab6761610000e5ebedc19f5a3984f7af39c0cdbc
1FZFz7GU2CyvztRGnuECAm,Jaspeert Singh,20,4,[],[]
1FpxWLEKhs3fsDL1fXDBHl,Ravindra Upadhyay,41,343,[],https://i.scdn.co/image/ab67616d0000b2734aae20023aee1a703fb03756
1GC0Sd86XMhMkhUT83p566,Madras Chorale Group,20,32,[],[]
1GZvqaIir4444RvrFLXUQI,Ananya Wadkar,27,26,[],https://i.scdn.co/image/ab6761610000e5ebd0b55ce89fb5b2d236f89cc8
1Gk2SyH7H93cnVzVQlEFOI,Yashita,17,10,[],[]
1H7XdAotpijnnZPOlpDJfv,Ajay Devgan,29,20704,[],https://i.scdn.co/image/ab67616d0000b273d633546baf04ab822703e33c
1HGMG8RHvcu1mfdM9MeTek,Sadhana Sargam,65,452716,"['classic bollywood', 'filmi', 'modern bollywood', 'tamil pop']",https://i.scdn.co/image/ab6761610000e5eb5bff80a5700274b3de628f8a
1J9CDLfH3kc3c4oaxOgMIS,Mustafa,21,339,['sambass'],https://i.scdn.co/image/ab6761610000e5ebc251465408903af046498815
1JdHoZwkwOmX2Pl2iTwnzc,Vishal Bhardwaj,42,606502,"['classic bollywood', 'classic pakistani pop', 'desi pop', 'filmi', 'ghazal', 'modern bollywood', 'pakistani pop']",https://i.scdn.co/image/ab67616d0000b273697900b24eb6e48a78923d98
1Jt7JB3WIWaANzwHoybsVn,Shefali Alvares,57,102526,['modern bollywood'],https://i.scdn.co/image/ab6761610000e5ebb456be8ea9056461075c682d
1Ju3SIITQWtyT3SOnONE40,Pooja AV,47,287,['kollywood'],https://i.scdn.co/image/ab67616d0000b27336168b545c87c0a8e4b06658
1KIKn2xA1mgC7uJTcS1hEU,Loy Mendonsa,56,359,[],https://i.scdn.co/image/ab67616d0000b27382f9af4d552601fd9ec05af4
1LB7MFAIkZL7Fw02NLiKVL,Shankar Sachdev,16,4,[],[]
1LsO8B5nAAGLeilJv1iSW2,Mahesh Manjrekar,9,27,[],[]
1MXCJZmyzGh5JprZmICbT3,Sarika Kapoor,32,119,[],https://i.scdn.co/image/ab67616d0000b2738a1e28af34c43a447fc52948
1NKmpPhLjRNBoFoc6TVH25,Guru Thakur,2,96,[],https://i.scdn.co/image/ab67616d0000b2732f07ab95ff92dcbac120867b
1OPqAyxsQc8mcRmoNBAnVk,Dhvani Bhanushali,70,2519193,"['desi pop', 'modern bollywood']",https://i.scdn.co/image/ab6761610000e5eb163a20ead4e7e7cb08df8567
